pp,video,dial,t_begin_s,t_mid_s,t_end_s,duration_s,x_fix,y_fix
1,2,5,41.73825,41.8295,41.92075,0.1825,843.7,741.2
1,2,2,41.98225,41.99112,42.0,0.01775,991.85,240.0
1,2,2,42.0,42.12238,42.24475,0.24475,991.85,240.0
1,2,1,42.28075,42.486,42.69125,0.4105,370.7,260.2
1,2,4,42.729,42.808,42.887,0.158,333.55,818.65
1,2,4,42.9,43.083,43.266,0.366,290.7,772.25
1,2,5,43.32275,43.364,43.40525,0.0825,907.25,708.05
1,2,2,43.4465,43.5635,43.6805,0.234,1048.8,264.1
1,2,4,43.72425,43.86212,44.0,0.27575,357.65,729.05
1,2,4,44.0,44.01188,44.02375,0.02375,357.65,729.05
1,2,1,44.23075,44.364,44.49725,0.2665,382.9,316.35
1,2,1,44.50975,44.629,44.74825,0.2385,429.7,283.15
1,2,6,44.81075,44.893,44.97525,0.1645,1614.85,884.4
1,2,4,45.03025,45.1265,45.22275,0.1925,322.5,820.8
1,2,4,45.238,45.3485,45.459,0.221,278.4,765.8
1,2,2,45.5155,45.6255,45.7355,0.22,971.4,219.0
1,2,2,45.7535,45.87675,46.0,0.2465,1124.65,199.55
1,2,2,46.0,46.09925,46.1985,0.1985,1124.65,199.55
1,2,2,46.21175,46.294,46.37625,0.1645,1058.5,215.0
1,2,1,47.52325,47.6565,47.78975,0.2665,456.2,220.55
1,2,2,47.82625,47.91313,48.0,0.17375,1098.3,209.7
1,2,2,48.0,48.19537,48.39075,0.39075,1098.3,209.7
1,2,4,48.61275,48.749,48.88525,0.2725,300.65,798.6
1,2,4,48.898,49.0615,49.225,0.327,268.9,747.8
1,2,1,49.28125,49.3535,49.42575,0.1445,488.45,232.3
1,2,2,49.4625,49.603,49.7435,0.281,1054.6,232.2
1,2,6,49.78875,49.842,49.89525,0.1065,1582.05,883.5
1,2,6,49.9085,49.95425,50.0,0.0915,1644.3,838.2
1,2,6,50.0,50.04575,50.0915,0.0915,1644.3,838.2
1,2,5,50.1245,50.262,50.3995,0.275,942.1,775.4
1,2,3,50.46275,50.547,50.63125,0.1685,1670.0,158.7
1,2,3,50.643,50.7245,50.806,0.163,1618.85,155.3
1,2,2,50.839,50.9515,51.064,0.225,1032.45,189.85
1,2,4,51.1105,51.375,51.6395,0.529,309.1,821.2
1,2,4,51.6535,51.806,51.9585,0.305,362.1,754.1
1,2,5,52.00775,52.1495,52.29125,0.2835,1003.9,782.75
1,2,6,52.33425,52.7145,53.09475,0.7605,1715.65,796.25
1,2,5,53.12875,53.2375,53.34625,0.2175,1002.45,780.8
1,2,4,53.3925,53.6065,53.8205,0.428,289.7,802.3
1,2,5,53.871,53.9355,54.0,0.129,1032.6,791.75
1,2,5,54.0,54.027,54.054,0.054,1032.6,791.75
1,2,5,54.06625,54.181,54.29575,0.2295,990.9,772.2
1,2,2,54.354,54.459,54.564,0.21,1012.95,176.0
1,2,1,54.60275,54.662,54.72125,0.1185,383.5,167.25
1,2,3,54.779,54.8945,55.01,0.231,1607.9,135.95
1,2,6,55.05275,55.107,55.16125,0.1085,1710.35,820.45
1,2,6,55.17625,55.2545,55.33275,0.1565,1646.05,759.3
1,2,5,55.366,55.448,55.53,0.164,983.05,763.1
1,2,4,55.57075,55.78538,56.0,0.42925,310.7,767.5
1,2,4,56.0,56.01963,56.03925,0.03925,310.7,767.5
1,2,5,56.0785,56.5835,57.0885,1.01,1030.15,743.4
1,2,1,57.14925,57.23,57.31075,0.1615,413.35,181.8
1,2,1,57.3235,57.3935,57.4635,0.14,428.85,117.8
1,2,2,57.4995,57.647,57.7945,0.295,1042.2,180.3
1,2,4,57.82875,57.91437,58.0,0.17125,311.6,790.8
1,2,4,58.0,58.46213,58.92425,0.92425,311.6,790.8
1,2,5,58.97,59.039,59.108,0.138,1054.4,854.45
1,2,5,59.12,59.188,59.256,0.136,1030.3,801.6
1,2,2,59.294,59.6215,59.949,0.655,946.7,252.5
1,2,4,59.99225,59.99612,60.0,0.00775,390.6,743.3
1,2,4,60.0,60.05938,60.11875,0.11875,390.6,743.3
1,2,2,60.1735,60.3455,60.5175,0.344,1080.1,236.6
1,2,4,60.57775,60.681,60.78425,0.2065,365.9,895.9
1,2,5,60.8295,60.9125,60.9955,0.166,1145.25,820.35
1,2,5,61.0105,61.134,61.2575,0.247,1042.6,788.65
1,2,6,61.29525,61.4595,61.62375,0.3285,1634.35,791.6
1,2,3,61.638,61.819,62.0,0.362,1637.54676,198.8
1,2,3,62.0,62.038,62.076,0.076,1637.54676,198.8
1,2,3,62.09075,62.14,62.18925,0.0985,1550.45,195.1
1,2,6,62.2305,62.361,62.4915,0.261,1651.6,773.95
1,2,5,62.5295,62.662,62.7945,0.265,1048.95,761.2
1,2,4,62.836,62.9755,63.115,0.279,316.0,763.7
1,2,1,63.16875,63.249,63.32925,0.1605,295.1,234.45
1,2,1,63.344,63.4725,63.601,0.257,365.3,292.75
1,2,1,63.613,63.732,63.851,0.238,397.2,340.3
1,2,2,63.891,63.9455,64.0,0.109,1091.6,238.5
1,2,2,64.0,64.0875,64.175,0.175,1091.6,238.5
1,2,1,64.21525,64.532,64.84875,0.6335,388.6,310.8
1,2,4,65.0105,65.096,65.1815,0.171,468.6,840.85
1,2,4,65.197,65.3035,65.41,0.213,387.1,747.0
1,2,4,65.42325,65.71162,66.0,0.57675,312.4,728.1
1,2,4,66.0,66.01637,66.03275,0.03275,312.4,728.1
1,2,5,66.0775,66.134,66.1905,0.113,937.1,799.9
1,2,5,66.2045,66.3065,66.4085,0.204,1017.2,809.5
1,2,5,66.42075,66.531,66.64125,0.2205,1049.5,764.4
1,2,3,66.709,66.832,66.955,0.246,1592.9,211.35
1,2,6,66.99625,67.122,67.24775,0.2515,1653.7,834.9
1,2,6,67.26175,67.3605,67.45925,0.1975,1657.2,756.7
1,2,2,67.517,67.638,67.759,0.242,1100.15,206.95
1,2,1,67.80175,67.90087,68.0,0.19825,330.0,299.55
1,2,1,68.0,68.05513,68.11025,0.11025,330.0,299.55
1,2,4,68.1505,68.7285,69.3065,1.156,296.35,762.3
1,2,1,69.36,69.567,69.774,0.414,413.2,319.25
1,2,2,69.81225,69.90613,70.0,0.18775,1004.6,168.7
1,2,2,70.0,70.00487,70.00975,0.00975,1004.6,168.7
1,2,4,70.0585,70.1605,70.2625,0.204,338.6,897.3
1,2,4,70.27425,70.5275,70.78075,0.5065,305.1,853.0
1,2,4,70.79875,71.073,71.34725,0.5485,259.75,747.8
1,2,2,71.4155,71.444,71.4725,0.057,1010.85,252.3
1,2,2,71.48775,71.603,71.71825,0.2305,1086.0,201.1
1,2,1,71.7565,71.87825,72.0,0.2435,395.7,264.35
1,2,1,72.0,72.05775,72.1155,0.1155,395.7,264.35
1,2,5,72.19125,72.2545,72.31775,0.1265,1070.9,748.8
1,2,5,72.3325,72.389,72.4455,0.113,1031.0,829.05
1,2,2,72.503,72.615,72.727,0.224,950.65,167.7
1,2,2,72.74175,72.9265,73.11125,0.3695,1029.75,226.1
1,2,2,73.1235,73.56175,74.0,0.8765,1091.8,219.6
1,2,2,74.0,74.13025,74.2605,0.2605,1091.8,219.6
1,2,1,74.3065,74.4435,74.5805,0.274,397.7,269.7
1,2,2,74.6185,74.726,74.8335,0.215,1035.0,170.0
1,2,2,74.84825,75.053,75.25775,0.4095,949.6,164.5
1,2,2,75.27225,75.597,75.92175,0.6495,1052.4,218.65
1,2,6,75.96425,75.98212,76.0,0.03575,1633.0,791.95
1,2,6,76.0,76.10587,76.21175,0.21175,1633.0,791.95
1,2,5,76.24175,76.333,76.42425,0.1825,1055.9,837.65
1,2,2,76.484,77.242,78.0,1.516,1109.05,216.95
1,2,2,78.0,78.0565,78.113,0.113,1109.05,216.95
1,2,3,78.148,78.2335,78.319,0.171,1588.95,117.55
1,2,4,78.37775,78.425,78.47225,0.0945,297.5,963.6
1,2,4,78.48775,78.5305,78.57325,0.0855,313.3,842.5
1,2,4,78.5875,78.956,79.3245,0.737,299.0,746.8
1,2,2,79.3655,79.501,79.6365,0.271,1097.3,258.8
1,2,4,79.829,79.9145,80.0,0.171,323.25,777.7
1,2,4,80.0,80.2675,80.535,0.535,323.25,777.7
1,2,6,80.6,80.802,81.004,0.404,1649.1,793.85
1,2,6,81.015,81.5075,82.0,0.985,1711.7,788.25
1,2,6,82.0,82.0545,82.109,0.109,1711.7,788.25
1,2,2,82.1755,82.238,82.3005,0.125,1036.55,271.55
1,2,2,82.31175,82.3825,82.45325,0.1415,1009.25,231.9
1,2,1,82.49,82.7735,83.057,0.567,372.1,318.3
1,2,2,83.099,83.19,83.281,0.182,1066.3,290.5
1,2,1,83.32625,83.4615,83.59675,0.2705,373.05,265.45
1,2,5,83.64675,83.764,83.88125,0.2345,1018.2,891.45
1,2,4,83.92425,83.96213,84.0,0.07575,263.5,868.8
1,2,4,84.0,84.12637,84.25275,0.25275,263.5,868.8
1,2,4,84.26725,84.3345,84.40175,0.1345,274.4,793.0
1,2,2,84.463,84.5725,84.682,0.219,1026.95,240.85
1,2,2,84.696,85.348,86.0,1.304,1131.25,214.9
1,2,2,86.0,86.042,86.084,0.084,1131.25,214.9
1,2,1,86.13325,86.239,86.34475,0.2115,319.85,364.0
1,2,1,86.35825,86.473,86.58775,0.2295,397.3,351.15
1,2,4,86.6235,86.7035,86.7835,0.16,249.65,915.4
1,2,5,86.84275,86.974,87.10525,0.2625,1036.9,868.9
1,2,5,87.11725,87.4235,87.72975,0.6125,1052.9,810.6
1,2,4,89.179,89.3335,89.488,0.309,285.4,801.0
1,2,5,89.531,89.702,89.873,0.342,1051.3,765.9
1,3,2,0.22325,0.308,0.39275,0.1695,919.45,228.95
1,3,5,0.53075,0.654,0.77725,0.2465,1036.05,931.75
1,3,5,1.021,1.1495,1.278,0.257,1109.6,930.2
1,3,5,1.29225,1.5745,1.85675,0.5645,1047.45,953.75
1,3,6,1.8945,1.94725,2.0,0.1055,1653.7,974.2
1,3,6,2.0,2.02475,2.0495,0.0495,1653.7,974.2
1,3,3,2.103,2.174,2.245,0.142,1716.6,241.85
1,3,3,2.2595,2.317,2.3745,0.115,1671.4,160.7
1,3,3,2.387,2.6015,2.816,0.429,1654.9,108.9
1,3,1,2.87525,3.0205,3.16575,0.2905,415.5,124.8
1,3,4,3.21275,3.2735,3.33425,0.1215,365.25,958.05
1,3,5,3.3695,3.465,3.5605,0.191,997.65,897.05
1,3,5,3.57275,3.78638,4.0,0.42725,1031.4,946.6
1,3,5,4.0,4.06062,4.12125,0.12125,1031.4,946.6
1,3,4,4.1565,4.316,4.4755,0.319,370.5,967.0
1,3,6,4.54175,4.7095,4.87725,0.3355,1672.8,948.6
1,3,3,4.93575,5.065,5.19425,0.2585,1683.6,193.3
1,3,6,5.23125,5.377,5.52275,0.2915,1692.1,926.8
1,3,2,5.7705,5.8315,5.8925,0.122,938.05,209.75
1,3,1,5.92325,5.96162,6.0,0.07675,443.8,181.7
1,3,1,6.0,6.04387,6.08775,0.08775,443.8,181.7
1,3,5,6.242,6.448,6.654,0.412,1002.8,897.0
1,3,4,6.70175,6.8185,6.93525,0.2335,245.25,873.8
1,3,5,6.98375,7.1055,7.22725,0.2435,1067.55,859.85
1,3,6,7.25775,7.351,7.44425,0.1865,1474.9,721.8
1,3,6,7.46325,7.586,7.70875,0.2455,1650.8,929.4
1,3,5,7.74875,7.87438,8.0,0.25125,1049.15,897.2
1,3,5,8.0,8.08413,8.16825,0.16825,1049.15,897.2
1,3,3,8.231,8.2835,8.336,0.105,1708.7,249.55
1,3,3,8.3485,8.488,8.6275,0.279,1693.4,186.5
1,3,6,8.67575,8.757,8.83825,0.1625,1733.3,979.5
1,3,5,8.87375,8.9575,9.04125,0.1675,992.5,893.9
1,3,2,9.09725,9.194,9.29075,0.1935,979.0,170.2
1,3,1,9.366,9.442,9.518,0.152,302.4,145.65
1,3,1,9.53,9.561,9.592,0.062,344.8,172.65
1,3,3,9.69525,9.783,9.87075,0.1755,1628.9,168.1
1,3,3,9.8845,9.94225,10.0,0.1155,1698.65,123.7
1,3,3,10.0,10.09275,10.1855,0.1855,1698.65,123.7
1,3,6,10.222,10.3265,10.431,0.209,1652.6,829.7
1,3,6,10.44725,10.515,10.58275,0.1355,1704.3,952.4
1,3,3,10.6355,10.776,10.9165,0.281,1670.9,99.6
1,3,4,10.97625,11.0455,11.11475,0.1385,461.9,1012.8
1,3,4,11.13175,11.198,11.26425,0.1325,308.2,939.6
1,3,5,11.302,11.496,11.69,0.388,1000.05,919.75
1,3,6,11.72875,11.86437,12.0,0.27125,1662.7,962.0
1,3,6,12.0,12.20012,12.40025,0.40025,1662.7,962.0
1,3,2,12.465,12.5455,12.626,0.161,1023.7,168.4
1,3,2,12.6405,12.746,12.8515,0.211,944.1,186.8
1,3,3,12.894,13.0495,13.205,0.311,1713.1,157.1
1,3,5,13.3885,13.457,13.5255,0.137,1061.95,912.4
1,3,6,13.5575,13.652,13.7465,0.189,1626.6,976.9
1,3,5,13.7735,13.88675,14.0,0.2265,1028.25,943.5
1,3,5,14.0,14.09375,14.1875,0.1875,1028.25,943.5
1,3,3,14.2495,14.391,14.5325,0.283,1702.65,290.1
1,3,6,14.576,14.6745,14.773,0.197,1574.45,1029.0
1,3,1,14.933,15.0555,15.178,0.245,370.25,179.1
1,3,1,15.19175,15.2675,15.34325,0.1515,353.7,113.7
1,3,4,15.38725,15.47,15.55275,0.1655,286.15,997.8
1,3,5,15.59075,15.7295,15.86825,0.2775,986.7,939.8
1,3,6,15.9025,15.95125,16.0,0.0975,1602.15,954.8
1,3,6,16.0,16.03025,16.0605,0.0605,1602.15,954.8
1,3,2,16.25525,16.3605,16.46575,0.2105,977.0,123.3
1,3,3,16.50675,16.9715,17.43625,0.9295,1650.5,176.0
1,3,5,17.484,17.5585,17.633,0.149,1099.85,960.2
1,3,5,17.64775,17.82388,18.0,0.35225,1002.95,959.35
1,3,5,18.0,18.00163,18.00325,0.00325,1002.95,959.35
1,3,6,18.04025,18.119,18.19775,0.1575,1555.95,937.2
1,3,3,18.2595,18.3405,18.4215,0.162,1554.4,173.9
1,3,3,18.4365,18.4895,18.5425,0.106,1657.75,160.6
1,3,4,18.6045,18.7095,18.8145,0.21,334.3,931.45
1,3,3,18.88425,18.949,19.01375,0.1295,1700.4,172.45
1,3,3,19.0255,19.114,19.2025,0.177,1676.55,120.35
1,3,4,19.26025,19.3965,19.53275,0.2725,417.4,1002.5
1,3,5,19.57025,19.742,19.91375,0.3435,987.8,959.25
1,3,2,19.97075,19.98537,20.0,0.02925,816.0,205.9
1,3,2,20.0,20.09562,20.19125,0.19125,816.0,205.9
1,3,2,20.205,20.4685,20.732,0.527,913.64104,271.97976
1,3,1,20.767,20.9125,21.058,0.291,278.6,205.05
1,3,1,21.0695,21.3825,21.6955,0.626,331.3,174.0
1,3,2,21.73325,21.8265,21.91975,0.1865,964.55,215.4
1,3,5,21.958,21.979,22.0,0.042,1065.45,917.2
1,3,5,22.0,22.2595,22.519,0.519,1065.45,917.2
1,3,3,22.66025,22.7585,22.85675,0.1965,1542.0,189.2
1,3,6,22.8975,23.0315,23.1655,0.268,1627.8,880.7
1,3,5,23.19525,23.3165,23.43775,0.2425,1049.5,927.35
1,3,2,23.49325,23.5495,23.60575,0.1125,765.85,267.3
1,3,2,23.623,23.7015,23.78,0.157,932.55,240.35
1,3,5,23.99575,23.99788,24.0,0.00425,1042.0,932.95
1,3,5,24.0,24.12613,24.25225,0.25225,1042.0,932.95
1,3,6,24.28825,24.3905,24.49275,0.2045,1579.75,931.25
1,3,3,24.54625,25.078,25.60975,1.0635,1622.85,135.7
1,3,6,25.6645,25.748,25.8315,0.167,1492.5,981.5
1,3,4,25.885,25.9425,26.0,0.115,362.6,1009.95
1,3,4,26.0,26.146,26.292,0.292,362.6,1009.95
1,3,5,26.329,26.465,26.601,0.272,898.6,954.5
1,3,2,26.66025,26.7335,26.80675,0.1465,1066.6,205.0
1,3,2,26.82275,26.9505,27.07825,0.2555,945.85,217.4
1,3,1,27.146,27.236,27.326,0.18,247.15,141.4
1,3,6,27.388,27.446,27.504,0.116,1454.35,1019.7
1,3,6,27.5205,27.5885,27.6565,0.136,1607.4,978.5
1,3,5,27.682,27.841,28.0,0.318,1044.25,976.7
1,3,5,28.0,28.073,28.146,0.146,1044.25,976.7
1,3,6,29.0205,29.099,29.1775,0.157,1624.55,1005.1
1,3,6,29.18975,29.2565,29.32325,0.1335,1672.9,986.3
1,3,1,29.5175,29.659,29.8005,0.283,324.0,169.2
1,3,1,29.81325,29.899,29.98475,0.1715,322.35,108.55
1,3,2,30.02125,30.1935,30.36575,0.3445,870.7,238.75
1,3,5,30.40325,30.4845,30.56575,0.1625,1088.55,904.95
1,3,4,30.61425,30.9115,31.20875,0.5945,349.2,951.6
1,3,1,31.2735,31.378,31.4825,0.209,394.2,122.8
1,3,1,31.49325,31.625,31.75675,0.2635,359.3,109.2
1,3,2,31.79075,31.89538,32.0,0.20925,881.6,162.2
1,3,2,32.0,32.00362,32.00725,0.00725,881.6,162.2
1,3,6,32.05125,32.1135,32.17575,0.1245,1556.2,892.3
1,3,6,32.19225,32.3675,32.54275,0.3505,1656.9,914.1
1,3,6,32.55525,32.606,32.65675,0.1015,1682.1,974.5
1,3,3,32.7055,32.825,32.9445,0.239,1738.8,153.2
1,3,1,32.997,33.077,33.157,0.16,454.05,118.8
1,3,1,33.1705,33.3325,33.4945,0.324,385.7,112.1
1,3,2,33.52675,33.715,33.90325,0.3765,915.0,146.15
1,3,4,33.95825,33.97912,34.0,0.04175,409.7,1045.6
1,3,4,34.0,34.03487,34.06975,0.06975,409.7,1045.6
1,3,4,34.084,34.1825,34.281,0.197,367.2,970.5
1,3,5,34.326,34.424,34.522,0.196,939.3,929.6
1,3,6,34.56225,34.7095,34.85675,0.2945,1704.7,987.7
1,3,2,34.92425,35.0055,35.08675,0.1625,884.4,107.8
1,3,2,35.10075,35.173,35.24525,0.1445,979.45,113.6
1,3,1,35.28125,35.3715,35.46175,0.1805,343.05,113.2
1,3,1,35.47525,35.5085,35.54175,0.0665,410.5,149.25
1,3,3,35.59775,35.6865,35.77525,0.1775,1588.1,180.55
1,3,3,35.7895,35.8835,35.9775,0.188,1671.65,152.25
1,3,3,35.98925,35.99462,36.0,0.01075,1686.6,110.9
1,3,3,36.0,36.28387,36.56775,0.56775,1686.6,110.9
1,3,5,36.75375,36.844,36.93425,0.1805,950.55,904.0
1,3,4,36.97525,37.0575,37.13975,0.1645,245.85,982.25
1,3,4,37.15225,37.32,37.48775,0.3355,306.05,994.75
1,3,2,37.55475,37.6465,37.73825,0.1835,1014.7,190.7
1,3,2,37.75275,37.87637,38.0,0.24725,906.45,173.5
1,3,2,38.0,38.11713,38.23425,0.23425,906.45,173.5
1,3,3,38.271,38.355,38.439,0.168,1550.4,195.95
1,3,5,38.48225,38.5265,38.57075,0.0885,1164.25,961.6
1,3,5,38.587,38.6755,38.764,0.177,992.35,966.6
1,3,4,38.80025,39.0175,39.23475,0.4345,371.05,1001.05
1,3,2,39.29575,39.3935,39.49125,0.1955,912.9,172.6
1,3,2,39.50475,39.574,39.64325,0.1385,905.4,244.0
1,3,4,39.683,39.756,39.829,0.146,499.5,938.45
1,3,4,39.84625,39.881,39.91575,0.0695,377.3,1000.8
1,3,5,39.95175,39.97588,40.0,0.04825,993.65,982.0
1,3,5,40.0,40.13112,40.26225,0.26225,993.65,982.0
1,3,2,40.327,40.3755,40.424,0.097,881.2,298.3
1,3,2,40.44125,40.5135,40.58575,0.1445,1014.0,261.4
1,3,6,40.63075,40.7295,40.82825,0.1975,1663.8,967.45
1,3,4,40.8875,41.036,41.1845,0.297,336.15,1023.55
1,3,5,41.2215,41.3075,41.3935,0.172,919.15,991.0
1,3,5,41.40825,41.5365,41.66475,0.2565,1017.9,1007.7
1,3,4,41.9115,41.95575,42.0,0.0885,296.1,983.3
1,3,4,42.0,42.01575,42.0315,0.0315,296.1,983.3
1,3,1,42.08625,42.2,42.31375,0.2275,375.3,220.4
1,3,2,42.35025,42.46,42.56975,0.2195,945.5,182.5
1,3,2,42.58125,43.101,43.62075,1.0395,897.05,173.9
1,3,5,43.66725,43.7245,43.78175,0.1145,872.65,949.55
1,3,5,43.7955,43.89775,44.0,0.2045,972.1,949.7
1,3,5,44.0,44.00125,44.0025,0.0025,972.1,949.7
1,3,5,44.01575,44.7375,45.45925,1.4435,1053.7,974.1
1,3,2,45.529,45.6455,45.762,0.233,988.75,260.25
1,3,5,45.80175,45.8785,45.95525,0.1535,987.0,1018.2
1,3,5,45.9665,45.98325,46.0,0.0335,1038.4,996.55
1,3,5,46.0,46.38275,46.7655,0.7655,1038.4,996.55
1,3,5,46.78125,46.9005,47.01975,0.2385,1110.7,926.65
1,3,6,47.0585,47.1485,47.2385,0.18,1661.95,928.85
1,3,3,47.294,47.331,47.368,0.074,1680.8,252.8
1,3,3,47.38325,47.53,47.67675,0.2935,1610.2,165.4
1,3,2,47.71425,47.8335,47.95275,0.2385,910.8,151.2
1,3,3,47.99775,47.99887,48.0,0.00225,1667.85,150.9
1,3,3,48.0,48.13112,48.26225,0.26225,1667.85,150.9
1,3,5,48.3125,48.5035,48.6945,0.382,999.25,954.9
1,3,5,48.70675,48.88,49.05325,0.3465,1053.1,960.4
1,3,4,49.0915,49.3445,49.5975,0.506,336.45,1023.8
1,3,5,49.6395,49.81975,50.0,0.3605,1048.3,1002.5
1,3,5,50.0,50.05425,50.1085,0.1085,1048.3,1002.5
1,3,4,50.14875,50.2205,50.29225,0.1435,308.2,1024.1
1,3,6,50.355,50.461,50.567,0.212,1619.5,917.55
1,3,3,50.61975,50.783,50.94625,0.3265,1659.05,176.8
1,3,2,50.9815,51.185,51.3885,0.407,988.7,181.05
1,3,1,51.42525,51.6275,51.82975,0.4045,343.6,154.1
1,3,4,51.88075,51.94038,52.0,0.11925,282.0,925.1
1,3,4,52.0,52.01262,52.02525,0.02525,282.0,925.1
1,3,4,52.03875,52.322,52.60525,0.5665,320.5,993.6
1,3,1,52.67075,52.7825,52.89425,0.2235,370.15,126.1
1,3,2,52.93375,53.12,53.30625,0.3725,1013.4,143.15
1,3,5,53.35125,53.556,53.76075,0.4095,964.75,959.9
1,3,3,53.84875,53.92437,54.0,0.15125,1617.3,160.2
1,3,3,54.0,54.05313,54.10625,0.10625,1617.3,160.2
1,3,3,54.11875,54.4395,54.76025,0.6415,1669.2,138.55
1,3,6,54.8045,54.9095,55.0145,0.21,1698.0,882.05
1,3,5,55.05025,55.1465,55.24275,0.1925,978.2,937.8
1,3,4,55.28225,55.3725,55.46275,0.1805,301.3,977.9
1,3,4,55.473,55.5265,55.58,0.107,330.3,1001.2
1,3,1,55.6415,55.82075,56.0,0.3585,367.4,151.6
1,3,1,56.0,56.04075,56.0815,0.0815,367.4,151.6
1,3,5,56.1315,56.226,56.3205,0.189,1070.8,959.5
1,3,5,56.33375,56.539,56.74425,0.4105,1023.25,977.5
1,3,6,56.78225,56.908,57.03375,0.2515,1662.85,929.15
1,3,3,57.12175,57.2155,57.30925,0.1875,1629.8,187.0
1,3,3,57.32075,57.3785,57.43625,0.1155,1649.6,136.0
1,3,2,57.4765,57.5195,57.5625,0.086,1013.15,209.05
1,3,5,57.60625,57.691,57.77575,0.1695,914.55,986.5
1,3,4,57.81225,57.90613,58.0,0.18775,322.4,1019.3
1,3,4,58.0,58.36088,58.72175,0.72175,322.4,1019.3
1,3,5,58.76525,58.88,58.99475,0.2295,989.1,1004.6
1,3,5,59.00725,59.50362,60.0,0.99275,1046.7,991.7
1,3,5,60.0,60.03737,60.07475,0.07475,1046.7,991.7
1,3,5,60.0875,60.151,60.2145,0.127,967.55,994.85
1,3,2,60.3135,60.4015,60.4895,0.176,1006.9,109.2
1,3,2,60.50125,60.5645,60.62775,0.1265,956.3,116.65
1,3,1,60.662,61.232,61.802,1.14,381.75,109.7
1,3,3,61.957,61.9785,62.0,0.043,1658.2,193.3
1,3,3,62.0,62.05,62.1,0.1,1658.2,193.3
1,3,3,62.11425,62.1845,62.25475,0.1405,1621.1,130.65
1,3,6,62.304,62.3915,62.479,0.175,1670.3,1023.6
1,3,6,62.4895,62.5505,62.6115,0.122,1708.7,1004.5
1,3,5,62.64175,62.7795,62.91725,0.2755,1064.15,962.9
1,3,5,62.92925,63.247,63.56475,0.6355,1030.1,978.6
1,3,2,63.622,63.672,63.722,0.1,895.6,348.6
1,3,5,63.7555,63.87775,64.0,0.2445,1017.3,914.9
1,3,5,64.0,64.02275,64.0455,0.0455,1017.3,914.9
1,3,5,64.0595,64.1905,64.3215,0.262,1048.4,992.8
1,3,2,64.3815,64.411,64.4405,0.059,997.75,281.35
1,3,2,64.45675,64.545,64.63325,0.1765,956.9,153.8
1,3,3,64.74225,65.016,65.28975,0.5475,1698.4,153.0
1,3,1,65.3485,65.49,65.6315,0.283,409.3,168.15
1,3,1,65.64575,65.674,65.70225,0.0565,457.6,221.15
1,3,4,65.742,65.829,65.916,0.174,313.4,887.35
1,3,4,65.93275,65.96637,66.0,0.06725,323.95,1031.4
1,3,4,66.0,66.54313,67.08625,1.08625,323.95,1031.4
1,3,6,67.1535,67.2725,67.3915,0.238,1702.3,878.2
1,3,4,67.454,67.5945,67.735,0.281,347.65,1010.5
1,3,1,67.79,67.832,67.874,0.084,314.25,268.0
1,3,1,67.89,67.945,68.0,0.11,353.45,200.15
1,3,1,68.0,68.035,68.07,0.07,353.45,200.15
1,3,5,68.1195,68.3195,68.5195,0.4,1042.4,965.95
1,3,2,68.584,68.614,68.644,0.06,943.85,219.15
1,3,2,68.6605,68.724,68.7875,0.127,1075.0,183.2
1,3,2,68.80325,68.924,69.04475,0.2415,949.9,187.7
1,3,3,69.09075,69.4155,69.74025,0.6495,1676.55,142.95
1,3,6,69.79,69.858,69.926,0.136,1694.5,904.2
1,3,5,69.9625,69.98125,70.0,0.0375,988.75,936.5
1,3,5,70.0,70.13125,70.2625,0.2625,988.75,936.5
1,3,4,70.3005,70.3945,70.4885,0.188,410.5,958.4
1,3,5,70.52725,70.589,70.65075,0.1235,1023.1,934.2
1,3,1,70.71375,70.842,70.97025,0.2565,342.0,208.4
1,3,2,71.002,71.175,71.348,0.346,920.9,175.45
1,3,5,71.38975,71.468,71.54625,0.1565,1104.5,889.45
1,3,5,71.56075,71.6515,71.74225,0.1815,1016.1,824.3
1,3,2,71.80325,71.831,71.85875,0.0555,923.25,246.85
1,3,2,71.881,71.9405,72.0,0.119,873.9,164.8
1,3,2,72.0,72.069,72.138,0.138,873.9,164.8
1,3,3,72.1825,72.462,72.7415,0.559,1664.3,145.8
1,3,6,72.79025,72.9095,73.02875,0.2385,1650.05,849.25
1,3,5,73.066,73.1515,73.237,0.171,989.7,920.5
1,3,4,73.27725,73.347,73.41675,0.1395,283.7,1002.3
1,3,4,73.4275,73.71375,74.0,0.5725,343.0,1019.25
1,3,4,74.0,74.00875,74.0175,0.0175,343.0,1019.25
1,3,5,74.06925,74.4085,74.74775,0.6785,1022.8,966.65
1,3,4,74.785,75.315,75.845,1.06,361.3,1021.3
1,3,5,75.89025,75.94512,76.0,0.10975,1087.6,944.25
1,3,5,76.0,76.04138,76.08275,0.08275,1087.6,944.25
1,3,6,76.107,76.176,76.245,0.138,1431.8,931.1
1,3,5,76.267,76.3055,76.344,0.077,1069.9,933.95
1,3,2,76.39975,76.488,76.57625,0.1765,952.1,133.1
1,3,3,76.77325,76.867,76.96075,0.1875,1647.9,167.15
1,3,6,77.00225,77.0495,77.09675,0.0945,1505.6,901.8
1,3,6,77.115,77.234,77.353,0.238,1681.8,959.9
1,3,5,77.38125,77.5055,77.62975,0.2485,1080.1,942.7
1,3,1,77.868,77.934,78.0,0.132,346.1,220.4
